sample,alpha,kappa,beta_0,beta_1
243,2.1071372359445206,2.456149680269448,0.45741872458062954,0.6681397653544064
244,-1.1870294615882864,3.142611730499525,0.047673800957736275,0.2751000750340563
245,0.8855192180981987,1.9064196182437976,0.09527631343235612,0.09332753145546131
246,2.3616785478275566,2.7872029536494187,0.1813660033864916,0.0790772964183077
247,0.5737518553969073,2.258299282002016,0.2281734983081881,0.37594520936263276
248,0.6625331104787912,2.9888296751303876,0.3458786363943582,0.583362202309871
249,0.6312450038291066,3.3051369446006205,0.29482631121335956,0.5242163587213836
250,2.432549385886058,2.4973254779448815,0.3996646534313077,0.5044897403446038
251,2.4725918505496574,5.69003998770659,0.19313291697523063,0.09651293292250564
252,1.7133454714370329,4.817494272611241,0.4258355177080532,0.590553196663509
253,0.535538851363445,4.000515202456314,0.34315288108357983,0.6088625245756981
254,-0.3368697946185083,1.5639378559675168,0.3565765557390003,0.7189889748417964
255,0.86249593399341,1.5736972700724323,0.10804245596216218,0.1194636047237991
256,0.669013751141139,1.6674547571130731,0.1406390161020909,0.09370812907831923
257,1.0478793969587294,1.868667111932709,0.2380654239329646,0.30191393149562973
258,-1.8001473888058839,2.3706976908367654,-0.007131060344905877,0.24533462776861698
259,1.435916773301195,1.8839298842187275,0.22280188925590727,0.289691710274665
260,3.140883574364996,3.173142160436383,0.32490811848268253,0.30011883943952217
261,0.6449694816029823,5.483451792515222,0.5426868448468553,0.9776407773775891
262,1.6859100573642731,3.600633414276437,0.6243468230801097,0.9687736660967553
263,-1.9109362327620198,3.0584372975133864,0.03456818263214617,0.3012158841278826
264,-2.598492606829375,2.5029730681828286,0.020944759083328834,0.3445692550325463
265,-2.6616644558962603,2.5071731497538368,0.020419730391287257,0.35588454759803634
266,-1.7565316521102403,8.583031926712758,0.10027307966721799,0.4853888697631786
267,-0.7506971664682875,1.1620525755749054,0.07460882220969298,0.18777587531870193
268,-0.8697437607707293,2.9783879839271217,-0.0696334971272756,0.09425951101382045
269,-2.611686108541192,2.3249921218073792,0.2546108585834945,0.8436374838663264
